900000000000,1554,BR001,SALARY,545547.44,INR,ACTIVE,2023-06-27,2023-06-27 10:00:00.0000000,2023-06-27 10:00:00.0000000
900000000001,1445,BR001,SAVINGS,281132.79,INR,ACTIVE,2022-08-06,2022-08-06 10:00:00.0000000,2022-08-06 10:00:00.0000000
900000000002,4382,BR004,SAVINGS,399124.76,INR,ACTIVE,2022-07-03,2022-07-03 10:00:00.0000000,2022-07-03 10:00:00.0000000
900000000003,1473,BR002,CURRENT,42545.68,INR,ACTIVE,2022-04-16,2022-04-16 10:00:00.0000000,2022-04-16 10:00:00.0000000
900000000004,2743,BR005,SAVINGS,105517.55,INR,ACTIVE,2023-07-17,2023-07-17 10:00:00.0000000,2023-07-17 10:00:00.0000000
900000000005,1332,BR008,SAVINGS,615229.73,INR,ACTIVE,2022-05-23,2022-05-23 10:00:00.0000000,2022-05-23 10:00:00.0000000
900000000006,1024,BR001,SAVINGS,167979.51,INR,ACTIVE,2022-06-15,2022-06-15 10:00:00.0000000,2022-06-15 10:00:00.0000000
900000000007,2650,BR007,SAVINGS,223249.15,INR,ACTIVE,2023-05-25,2023-05-25 10:00:00.0000000,2023-05-25 10:00:00.0000000
900000000008,3375,BR002,SALARY,211508.18,INR,ACTIVE,2022-02-12,2022-02-12 10:00:00.0000000,2022-02-12 10:00:00.0000000
900000000009,4089,BR001,CURRENT,34966.13,INR,ACTIVE,2022-09-28,2022-09-28 10:00:00.0000000,2022-09-28 10:00:00.0000000
900000000010,2226,BR004,SAVINGS,670333.74,INR,ACTIVE,2022-06-29,2022-06-29 10:00:00.0000000,2022-06-29 10:00:00.0000000
900000000011,1502,BR006,SALARY,248733.78,INR,ACTIVE,2023-10-05,2023-10-05 10:00:00.0000000,2023-10-05 10:00:00.0000000
900000000012,3250,BR002,CURRENT,501610.59,INR,ACTIVE,2022-10-20,2022-10-20 10:00:00.0000000,2022-10-20 10:00:00.0000000
900000000013,2160,BR004,SAVINGS,720854.61,INR,ACTIVE,2023-05-03,2023-05-03 10:00:00.0000000,2023-05-03 10:00:00.0000000
900000000014,3851,BR001,CURRENT,533356.35,INR,ACTIVE,2023-11-02,2023-11-02 10:00:00.0000000,2023-11-02 10:00:00.0000000
900000000015,3356,BR007,SALARY,74832.60,INR,ACTIVE,2023-11-03,2023-11-03 10:00:00.0000000,2023-11-03 10:00:00.0000000
900000000016,4307,BR002,SALARY,381839.83,INR,ACTIVE,2022-07-04,2022-07-04 10:00:00.0000000,2022-07-04 10:00:00.0000000
900000000017,3354,BR005,SALARY,588147.23,INR,ACTIVE,2023-04-24,2023-04-24 10:00:00.0000000,2023-04-24 10:00:00.0000000
900000000018,3865,BR004,SAVINGS,329745.94,INR,INACTIVE,2023-08-09,2023-08-09 10:00:00.0000000,2023-08-09 10:00:00.0000000
900000000019,1044,BR001,CURRENT,467420.12,INR,ACTIVE,2023-06-12,2023-06-12 10:00:00.0000000,2023-06-12 10:00:00.0000000
900000000020,2112,BR005,CURRENT,63190.17,INR,ACTIVE,2022-07-24,2022-07-24 10:00:00.0000000,2022-07-24 10:00:00.0000000
900000000021,2232,BR006,SAVINGS,47396.28,INR,ACTIVE,2022-10-27,2022-10-27 10:00:00.0000000,2022-10-27 10:00:00.0000000
900000000022,4384,BR001,SAVINGS,61160.59,INR,ACTIVE,2023-05-30,2023-05-30 10:00:00.0000000,2023-05-30 10:00:00.0000000
900000000023,3850,BR001,SAVINGS,215440.48,INR,ACTIVE,2023-06-08,2023-06-08 10:00:00.0000000,2023-06-08 10:00:00.0000000
900000000024,2705,BR004,SAVINGS,65954.10,INR,ACTIVE,2023-01-05,2023-01-05 10:00:00.0000000,2023-01-05 10:00:00.0000000
900000000025,2601,BR001,SALARY,184080.42,INR,ACTIVE,2023-02-10,2023-02-10 10:00:00.0000000,2023-02-10 10:00:00.0000000
900000000026,2293,BR003,SALARY,109772.21,INR,ACTIVE,2023-08-26,2023-08-26 10:00:00.0000000,2023-08-26 10:00:00.0000000
900000000027,4136,BR003,SAVINGS,155975.26,INR,ACTIVE,2022-12-31,2022-12-31 10:00:00.0000000,2022-12-31 10:00:00.0000000
900000000028,1030,BR004,SAVINGS,700276.49,INR,ACTIVE,2022-03-08,2022-03-08 10:00:00.0000000,2022-03-08 10:00:00.0000000
900000000029,2098,BR006,SAVINGS,535095.45,INR,ACTIVE,2022-01-17,2022-01-17 10:00:00.0000000,2022-01-17 10:00:00.0000000
900000000030,3075,BR001,SAVINGS,737610.37,INR,ACTIVE,2023-08-07,2023-08-07 10:00:00.0000000,2023-08-07 10:00:00.0000000
900000000031,2956,BR001,SALARY,106103.62,INR,ACTIVE,2023-04-26,2023-04-26 10:00:00.0000000,2023-04-26 10:00:00.0000000
900000000032,3041,BR001,SALARY,128726.94,INR,ACTIVE,2023-11-19,2023-11-19 10:00:00.0000000,2023-11-19 10:00:00.0000000
900000000033,2664,BR002,CURRENT,55471.90,INR,ACTIVE,2022-07-22,2022-07-22 10:00:00.0000000,2022-07-22 10:00:00.0000000
900000000034,1338,BR003,SAVINGS,226898.38,INR,ACTIVE,2023-07-28,2023-07-28 10:00:00.0000000,2023-07-28 10:00:00.0000000
900000000035,4266,BR002,SALARY,530434.01,INR,ACTIVE,2023-11-07,2023-11-07 10:00:00.0000000,2023-11-07 10:00:00.0000000
900000000036,1122,BR001,SALARY,329626.03,INR,ACTIVE,2023-11-19,2023-11-19 10:00:00.0000000,2023-11-19 10:00:00.0000000
900000000037,4464,BR006,CURRENT,699416.07,INR,ACTIVE,2023-01-24,2023-01-24 10:00:00.0000000,2023-01-24 10:00:00.0000000
900000000038,2939,BR008,SAVINGS,317811.84,INR,ACTIVE,2022-05-26,2022-05-26 10:00:00.0000000,2022-05-26 10:00:00.0000000
900000000039,3552,BR002,SAVINGS,687959.09,INR,ACTIVE,2022-12-20,2022-12-20 10:00:00.0000000,2022-12-20 10:00:00.0000000
900000000040,3419,BR008,SAVINGS,226855.38,INR,ACTIVE,2023-07-25,2023-07-25 10:00:00.0000000,2023-07-25 10:00:00.0000000
900000000041,3844,BR004,SALARY,54266.42,INR,ACTIVE,2023-07-13,2023-07-13 10:00:00.0000000,2023-07-13 10:00:00.0000000
900000000042,2351,BR005,SALARY,482309.43,INR,ACTIVE,2023-05-28,2023-05-28 10:00:00.0000000,2023-05-28 10:00:00.0000000
900000000043,2509,BR004,CURRENT,407845.70,INR,INACTIVE,2023-04-26,2023-04-26 10:00:00.0000000,2023-04-26 10:00:00.0000000
900000000044,4372,BR007,SALARY,27318.54,INR,INACTIVE,2022-10-24,2022-10-24 10:00:00.0000000,2022-10-24 10:00:00.0000000
900000000045,2110,BR003,SAVINGS,557279.65,INR,ACTIVE,2023-05-11,2023-05-11 10:00:00.0000000,2023-05-11 10:00:00.0000000
900000000046,2304,BR001,SALARY,541907.39,INR,ACTIVE,2023-02-25,2023-02-25 10:00:00.0000000,2023-02-25 10:00:00.0000000
900000000047,4146,BR002,CURRENT,711648.91,INR,ACTIVE,2022-08-15,2022-08-15 10:00:00.0000000,2022-08-15 10:00:00.0000000
900000000048,3058,BR002,SAVINGS,704302.51,INR,ACTIVE,2023-05-05,2023-05-05 10:00:00.0000000,2023-05-05 10:00:00.0000000
900000000049,3811,BR001,SAVINGS,160564.78,INR,ACTIVE,2023-04-06,2023-04-06 10:00:00.0000000,2023-04-06 10:00:00.0000000
900000000050,3686,BR004,SAVINGS,344680.19,INR,ACTIVE,2022-10-15,2022-10-15 10:00:00.0000000,2022-10-15 10:00:00.0000000
900000000051,4068,BR003,CURRENT,184091.41,INR,ACTIVE,2023-04-23,2023-04-23 10:00:00.0000000,2023-04-23 10:00:00.0000000
900000000052,4246,BR005,CURRENT,703069.23,INR,ACTIVE,2022-08-27,2022-08-27 10:00:00.0000000,2022-08-27 10:00:00.0000000
900000000053,2078,BR005,SAVINGS,509978.56,INR,ACTIVE,2022-11-10,2022-11-10 10:00:00.0000000,2022-11-10 10:00:00.0000000
900000000054,3157,BR004,SAVINGS,169192.99,INR,INACTIVE,2022-07-10,2022-07-10 10:00:00.0000000,2022-07-10 10:00:00.0000000
900000000055,3043,BR004,SAVINGS,136404.15,INR,ACTIVE,2022-08-07,2022-08-07 10:00:00.0000000,2022-08-07 10:00:00.0000000
900000000056,1207,BR004,SALARY,665775.99,INR,ACTIVE,2022-12-14,2022-12-14 10:00:00.0000000,2022-12-14 10:00:00.0000000
900000000057,2546,BR006,SAVINGS,212406.01,INR,ACTIVE,2023-06-16,2023-06-16 10:00:00.0000000,2023-06-16 10:00:00.0000000
900000000058,2172,BR004,SALARY,192762.30,INR,ACTIVE,2023-01-26,2023-01-26 10:00:00.0000000,2023-01-26 10:00:00.0000000
900000000059,3715,BR007,SALARY,472191.70,INR,ACTIVE,2023-04-01,2023-04-01 10:00:00.0000000,2023-04-01 10:00:00.0000000
900000000060,2761,BR008,CURRENT,111261.85,INR,ACTIVE,2023-08-17,2023-08-17 10:00:00.0000000,2023-08-17 10:00:00.0000000
900000000061,3740,BR004,SALARY,373165.04,INR,ACTIVE,2022-10-27,2022-10-27 10:00:00.0000000,2022-10-27 10:00:00.0000000
900000000062,3744,BR006,SALARY,180229.54,INR,ACTIVE,2023-11-12,2023-11-12 10:00:00.0000000,2023-11-12 10:00:00.0000000
900000000063,3366,BR005,CURRENT,117940.31,INR,ACTIVE,2022-03-11,2022-03-11 10:00:00.0000000,2022-03-11 10:00:00.0000000
900000000064,2907,BR008,CURRENT,232108.78,INR,ACTIVE,2022-12-28,2022-12-28 10:00:00.0000000,2022-12-28 10:00:00.0000000
900000000065,1966,BR007,CURRENT,716403.39,INR,ACTIVE,2022-06-14,2022-06-14 10:00:00.0000000,2022-06-14 10:00:00.0000000
900000000066,2211,BR001,SAVINGS,550320.39,INR,ACTIVE,2022-06-13,2022-06-13 10:00:00.0000000,2022-06-13 10:00:00.0000000
900000000067,2527,BR008,SAVINGS,740310.48,INR,ACTIVE,2022-08-02,2022-08-02 10:00:00.0000000,2022-08-02 10:00:00.0000000
900000000068,1422,BR003,CURRENT,288709.86,INR,ACTIVE,2022-02-18,2022-02-18 10:00:00.0000000,2022-02-18 10:00:00.0000000
900000000069,4487,BR007,CURRENT,438123.75,INR,ACTIVE,2022-08-24,2022-08-24 10:00:00.0000000,2022-08-24 10:00:00.0000000
900000000070,1340,BR003,CURRENT,274524.91,INR,ACTIVE,2023-12-01,2023-12-01 10:00:00.0000000,2023-12-01 10:00:00.0000000
900000000071,1710,BR004,SAVINGS,307661.10,INR,ACTIVE,2022-01-31,2022-01-31 10:00:00.0000000,2022-01-31 10:00:00.0000000
900000000072,1898,BR003,CURRENT,628125.01,INR,ACTIVE,2022-03-16,2022-03-16 10:00:00.0000000,2022-03-16 10:00:00.0000000
900000000073,1039,BR004,SAVINGS,82285.94,INR,ACTIVE,2022-12-07,2022-12-07 10:00:00.0000000,2022-12-07 10:00:00.0000000
900000000074,2427,BR008,SAVINGS,400952.65,INR,ACTIVE,2023-02-20,2023-02-20 10:00:00.0000000,2023-02-20 10:00:00.0000000
900000000075,4339,BR006,CURRENT,611669.78,INR,ACTIVE,2022-01-10,2022-01-10 10:00:00.0000000,2022-01-10 10:00:00.0000000
900000000076,1209,BR001,CURRENT,122930.06,INR,ACTIVE,2022-10-15,2022-10-15 10:00:00.0000000,2022-10-15 10:00:00.0000000
900000000077,2600,BR005,SAVINGS,715432.54,INR,ACTIVE,2022-12-10,2022-12-10 10:00:00.0000000,2022-12-10 10:00:00.0000000
900000000078,3609,BR004,CURRENT,99397.96,INR,ACTIVE,2023-01-26,2023-01-26 10:00:00.0000000,2023-01-26 10:00:00.0000000
900000000079,3777,BR008,SAVINGS,367991.65,INR,ACTIVE,2022-09-14,2022-09-14 10:00:00.0000000,2022-09-14 10:00:00.0000000
900000000080,1339,BR001,SALARY,415798.44,INR,ACTIVE,2023-07-26,2023-07-26 10:00:00.0000000,2023-07-26 10:00:00.0000000
900000000081,2646,BR005,SAVINGS,54582.57,INR,ACTIVE,2022-02-05,2022-02-05 10:00:00.0000000,2022-02-05 10:00:00.0000000
900000000082,1627,BR002,SAVINGS,511576.68,INR,ACTIVE,2022-01-21,2022-01-21 10:00:00.0000000,2022-01-21 10:00:00.0000000
900000000083,3865,BR008,SAVINGS,692780.87,INR,ACTIVE,2023-05-27,2023-05-27 10:00:00.0000000,2023-05-27 10:00:00.0000000
900000000084,2222,BR006,CURRENT,713063.43,INR,ACTIVE,2022-01-03,2022-01-03 10:00:00.0000000,2022-01-03 10:00:00.0000000
900000000085,3625,BR001,SALARY,292276.50,INR,ACTIVE,2023-10-17,2023-10-17 10:00:00.0000000,2023-10-17 10:00:00.0000000
900000000086,1729,BR002,SAVINGS,263728.16,INR,ACTIVE,2022-01-31,2022-01-31 10:00:00.0000000,2022-01-31 10:00:00.0000000
900000000087,2747,BR007,SAVINGS,243545.75,INR,ACTIVE,2023-06-25,2023-06-25 10:00:00.0000000,2023-06-25 10:00:00.0000000
900000000088,3152,BR008,SALARY,230369.07,INR,ACTIVE,2023-11-16,2023-11-16 10:00:00.0000000,2023-11-16 10:00:00.0000000
900000000089,1116,BR002,SAVINGS,626643.42,INR,ACTIVE,2022-11-11,2022-11-11 10:00:00.0000000,2022-11-11 10:00:00.0000000
900000000090,2516,BR004,SAVINGS,442075.29,INR,ACTIVE,2022-05-07,2022-05-07 10:00:00.0000000,2022-05-07 10:00:00.0000000
900000000091,2915,BR006,SAVINGS,450723.04,INR,ACTIVE,2022-01-23,2022-01-23 10:00:00.0000000,2022-01-23 10:00:00.0000000
900000000092,3058,BR001,SALARY,392302.02,INR,INACTIVE,2023-10-01,2023-10-01 10:00:00.0000000,2023-10-01 10:00:00.0000000
900000000093,2411,BR001,SAVINGS,242116.07,INR,ACTIVE,2023-05-06,2023-05-06 10:00:00.0000000,2023-05-06 10:00:00.0000000
900000000094,2506,BR001,SALARY,667745.41,INR,ACTIVE,2022-02-07,2022-02-07 10:00:00.0000000,2022-02-07 10:00:00.0000000
900000000095,2940,BR003,CURRENT,424708.52,INR,ACTIVE,2023-06-07,2023-06-07 10:00:00.0000000,2023-06-07 10:00:00.0000000
900000000096,4225,BR006,SALARY,746409.13,INR,ACTIVE,2023-01-28,2023-01-28 10:00:00.0000000,2023-01-28 10:00:00.0000000
900000000097,4073,BR006,CURRENT,733119.32,INR,ACTIVE,2022-11-13,2022-11-13 10:00:00.0000000,2022-11-13 10:00:00.0000000
900000000098,1779,BR008,SAVINGS,524925.95,INR,ACTIVE,2023-11-11,2023-11-11 10:00:00.0000000,2023-11-11 10:00:00.0000000
900000000099,2811,BR004,CURRENT,717407.10,INR,ACTIVE,2022-07-12,2022-07-12 10:00:00.0000000,2022-07-12 10:00:00.0000000
900000000100,1680,BR008,SAVINGS,569261.72,INR,ACTIVE,2023-06-22,2023-06-22 10:00:00.0000000,2023-06-22 10:00:00.0000000
900000000101,3740,BR006,SAVINGS,662242.10,INR,ACTIVE,2022-10-01,2022-10-01 10:00:00.0000000,2022-10-01 10:00:00.0000000
900000000102,2072,BR003,SALARY,716700.50,INR,ACTIVE,2023-04-14,2023-04-14 10:00:00.0000000,2023-04-14 10:00:00.0000000
900000000103,1610,BR004,SAVINGS,281213.87,INR,ACTIVE,2022-09-06,2022-09-06 10:00:00.0000000,2022-09-06 10:00:00.0000000
900000000104,1227,BR002,SALARY,585515.64,INR,ACTIVE,2022-09-03,2022-09-03 10:00:00.0000000,2022-09-03 10:00:00.0000000
900000000105,3163,BR003,SAVINGS,675758.83,INR,ACTIVE,2023-09-03,2023-09-03 10:00:00.0000000,2023-09-03 10:00:00.0000000
900000000106,3602,BR005,SAVINGS,293860.62,INR,ACTIVE,2022-03-31,2022-03-31 10:00:00.0000000,2022-03-31 10:00:00.0000000
900000000107,3399,BR008,SAVINGS,521455.20,INR,ACTIVE,2023-04-11,2023-04-11 10:00:00.0000000,2023-04-11 10:00:00.0000000
900000000108,4468,BR008,SAVINGS,520856.91,INR,ACTIVE,2023-11-24,2023-11-24 10:00:00.0000000,2023-11-24 10:00:00.0000000
900000000109,1526,BR001,CURRENT,340939.17,INR,ACTIVE,2022-03-03,2022-03-03 10:00:00.0000000,2022-03-03 10:00:00.0000000
